idx,sentence,label
5209,just does n't work ,0
5212,"becomes just another voyeuristic spectacle , to be consumed and forgotten ",0
5214,final verdict : you 've seen it all before . ,0
5216,starts off as a possible argentine american beauty reeks like a room stacked with pungent flowers ,0
5217,been held hostage by generic scripts that seek to remake sleepless in seattle again and again ,0
5218,becomes a simplistic story about a dysfunctional parent-child relationship ,0
5219,") lets her radical flag fly , taking angry potshots at george w. bush , henry kissinger , larry king , et al . ",0
5224,little crossover appeal to those without much interest in the elizabethans ( as well as rank frustration from those in the know about rubbo 's dumbed-down tactics ) ,0
5226,not exactly assured in its execution ,0
5227,is a big time stinker ,0
5228,"a bland , surfacey way ",0
5232,"as stiff , ponderous and charmless as a mechanical apparatus ",0
5233,looks more like a travel-agency video targeted at people who like to ride bikes ,0
5234,a peculiar malaise that renders its tension ,0
5237,interminably bleak ,0
5238,naïveté and arbitrary ,0
5239,witless mess ,0
5243,more confused ,0
5246,"no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us ",0
5249,"offers no easy , comfortable resolution ",0
5251,those movies barely registering a blip on the radar screen of 2002 ,0
5253,lack-of-attention span ,0
5255,forget ,0
5257,too dry and ,0
5261,the sheer ugliness of everything else ,0
5262,on shame ,0
5264,"there are some fairly unsettling scenes , ",0
5265,american and ,0
5267,"rooting against , ",0
5268,overly-familiar ,0
5269,missing a great deal of the acerbic repartee of the play ,0
5270,exploitation piece ,0
5271,stuffy ,0
5273,an unusual protagonist ( a kilt-wearing jackson ) and subject matter ,0
5275,"the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack ",0
5276,a reader 's digest condensed version ,0
5281,"but seriously , folks , it does n't work . ",0
5282,the execution ,0
5283,"offers an aids subtext , skims over the realities of gay sex , ",0
5284,that should be used to burn every print of the film ,0
5286,more than a little pretentious ,0
5288,a teenage boy out there somewhere who 's dying for this kind of entertainment ,0
5289,a bad movie that ,0
5290,failure . ,0
5292,that 's a bad sign when they 're supposed to be having a collective heart attack ,0
5293,cheap shocks ,0
5294,the filmmakers come up with nothing original in the way of slapstick sequences ,0
5295,the worst -- and only -- killer website movie ,0
5296,"'s difficult to conceive of anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny . ",0
5297,a glorified sitcom ,0
5302,set in a 1986 harlem that does n't look much like anywhere in new york . ,0
5303,the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long ,0
5304,all over this `` un-bear-able '' project ,0
5305,the pacing is often way off and there are too many bona fide groaners among too few laughs . ,0
5308,is never able to pull it back on course . ,0
5310,ransacks its archives for a quick-buck sequel ,0
5311,disorientated ,0
5317,65-minute trifle ,0
5319,seemingly a vehicle to showcase the canadian 's inane ramblings ,0
5320,disguise the fact ,0
5321,"a particularly slanted , gay s/m fantasy ",0
5322,to see how many times they can work the words `` radical '' or `` suck '' into a sentence ,0
5323,exasperating ,0
5326,droning ,0
5328,shows that some studios firmly believe that people have lost the ability to think and will forgive any shoddy product as long as there 's a little girl-on-girl action . ,0
5329,only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley 's flopping dolphin-gasm . ,0
5330,that greasy little vidgame pit in the theater lobby ,0
5331,there 's no indication that he 's been responsible for putting together any movies of particular value or merit ,0
5332,"bordering on offensive , waste of time , money and celluloid . ",0
5335,such blatant and sickening product placement ,0
5336,"have problems , which are neither original nor are presented in convincing way ",0
5339,making it par for the course for disney sequels ,0
5341,has nothing good to speak about other than the fact that it is relatively short ,0
5342,needing other people ,0
5344,ultimately succumbs to cliches and pat storytelling ,0
5345,"at every opportunity to do something clever , the film goes right over the edge and kills every sense of believability ... all you have left ",0
5347,oscar caliber cast does n't live up to material ,0
5348,trailer-trash style . ,0
5350,'s more repetition than creativity throughout the movie ,0
5362,", implausible ",0
5364,it is doubtful this listless feature will win him any new viewers ,0
5366,"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league ",0
5367,unrelentingly grim -- and ,0
5369,"in the end , tuck everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in . ",0
5370,the symbols of loss and denial and life-at-arm 's - length in the film seem irritatingly transparent ,0
5372,the tuxedo was n't just bad ,0
5373,"i admire it and yet can not recommend it , because it overstays its natural running time . ",0
5376,quite vapid ,0
5378,"i 've seen in a while , a meander through worn-out material ",0
5379,its awkward structure and ,0
5381,recalls ,0
5383,the trashy teen-sleaze equivalent of showgirls . ,0
5389,short of a travesty of a transvestite comedy ,0
5392,quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film ,0
5393,'ll find yourself wishing that you and they were in another movie ,0
5394,it 's wasted yours ,0
5397,is that it 's far too sentimental ,0
5407,"has been overexposed , redolent of a thousand cliches , ",0
5410,wrong things ,0
5411,carrying this wafer-thin movie ,0
5416,"( a ) boldly stroked , luridly colored , uni-dimensional nonsense machine that strokes the eyeballs while it evaporates like so much crypt mist in the brain . ",0
5418,like done-to-death material ,0
5421,"with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids , there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd . ",0
5424,without merit ,0
5425,"these self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation . ",0
5427,trash-cinema roots ,0
5428,"the film never gets over its own investment in conventional arrangements , in terms of love , age , gender , race , and class . ",0
5429,"running on empty , ",0
5430,insanely dysfunctional ,0
5433,sickening thud ,0
5434,"arnold is not , nor will he be , back ",0
5435,the new film is a lame kiddie flick ,0
5437,like john le carré with a couple of burnt-out cylinders ,0
5440,squashed ,0
5441,to play second fiddle to the dull effects that allow the suit to come to life ,0
5447,"dumb , credulous , unassuming , subordinate subjects ",0
5451,it 's light on the chills and heavy on the atmospheric weirdness ,0
5453,"unfortunately , outnumber the hits by three-to-one . ",0
5455,insipid script ,0
5465,`` bad '' is the operative word for `` bad company ,0
5466,"tries to seem sincere , and just ",0
5468,frustrates ,0
5469,"we hate ( madonna ) within the film 's first five minutes , ",0
5471,it 's not very good either . ,0
5472,were made by a highly gifted 12-year-old instead of a grown man ,0
5474,"it 's as if solondz had two ideas for two movies , could n't really figure out how to flesh either out , so ",0
5480,too loud ,0
5481,movie nothing ,0
5484,fails to keep it up and settles into clichés ,0
5485,see this piece of crap again ,0
5486,it feels more like the pilot episode of a tv series than a feature film ,0
5487,had a bad run in the market or a costly divorce ,0
5489,stuck in an inarticulate screenplay ,0
5493,that they 're stuck with a script that prevents them from firing on all cylinders ,0
5499,of a typical american horror film ,0
5504,goes on and on to the point of nausea ,0
5506,metaphysical claptrap ,0
5509,"they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn . ",0
5511,"say the least , not to mention inappropriate and wildly undeserved ",0
5514,"a long , dull procession of despair , ",0
5515,"some kid who ca n't act , only echoes of jordan , ",0
5516,familiar and predictable ,0
5517,the achingly unfunny phonce ,0
5521,tendentious intervention into the who-wrote-shakespeare controversy . ,0
5524,yourself rooting for the monsters in a horror movie ,0
5525,it 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid '' . ,0
5526,"the movie , like bartleby , is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes . ",0
5527,arnold schwarzenegger ,0
5529,the characters are based on stock clichés ,0
5530,dying ,0
5533,"will no doubt rally to its cause , trotting out threadbare standbys like ` masterpiece ' and ` triumph ' and all that malarkey , but rarely ",0
5534,"it 's a hellish , numbing experience to watch , and ",0
